retail_year,retail_week,date,demand_direct_load,demand_natural_search,demand_paid_search,demand_affiliate,demand_olm,demand_email,demand_social,demand_total,traffic_direct_load,traffic_natural_search,traffic_paid_search,traffic_affiliate,traffic_olm,traffic_email,traffic_social,traffic_total,orders_direct_load,orders_natural_search,orders_paid_search,orders_affiliate,orders_olm,orders_email,orders_social,orders_total
2020,3,6/16/19,1274494.668,464988.6619,402705.9358,388044.5374,31308.28684,111891.1474,74289.88489,2931524.81,396245.9999,217085.6184,178601.0118,81256.41158,19862.46126,65057.74123,138360.8828,1247156,8167.233731,3423.700191,2514.89154,2203.303142,239.9901276,644.4087648,280.9377868,25072
2020,3,6/17/19,1170105.535,426903.1643,369721.7854,356261.2478,28743.94112,102726.5583,68205.07581,2691414.48,443566.533,243010.4408,199929.9214,90960.22364,22234.47828,72827.07391,154884.2313,1396094,6738.814781,2824.9077,2075.046318,1817.953577,198.0167426,531.704057,231.8028077,20687
2020,3,6/18/19,989806.1802,361122.461,312752.053,301365.6242,24314.84146,86897.61672,57695.48435,2276699.5,363157.402,198957.8423,163686.9002,74471.07941,18203.84264,59625.08213,126807.0309,1143012,5701.948757,2390.253994,1755.769844,1538.234612,167.5489468,449.8935474,196.1365276,17504
2020,3,6/19/19,1284743.058,468727.7006,405944.1504,391164.8577,31560.04114,112790.8797,74887.26022,2955097.61,484048.15,265188.5243,218176.3081,99261.60948,24263.68375,79473.55758,169019.5721,1523507,10587.56504,4438.301835,3260.170901,2856.244365,311.1103673,835.377061,364.1927228,32502
2020,3,6/20/19,1238597.846,451892.0082,391363.5083,377115.056,30426.47224,108739.6736,72197.47066,2848956.85,477863.7365,261800.3583,215388.791,97993.39921,23953.68018,78458.16822,166860.1032,1504042,7036.551365,2949.718723,2166.726713,1898.275014,206.765585,555.1959847,242.0443975,21601
2020,3,6/21/19,1708335.221,623271.7389,539787.8475,520135.6795,41965.69073,149979.1194,99578.31134,3929421.76,630418.1097,345378.1368,284150.0287,129277.0486,31600.71089,103505.3433,220128.9255,1984196,10298.94949,4317.314345,3171.299096,2778.38354,302.6295419,812.6047985,354.2648799,31616
2020,3,6/22/19,1750441.055,638633.6986,553092.1554,532955.6148,43000.03131,153675.6983,102032.6469,4026271.36,651858.4689,357124.3592,293813.8988,133673.7281,32675.443,107025.5336,227615.4542,2051678,10255.29883,4299.016011,3157.857988,2766.60775,301.3468889,809.1606866,352.7633777,31482
2020,4,6/23/19,1314957.807,401181.945,363014.1808,334516.527,26873.59433,111942.7761,69433.94374,2769077.64,535349.0598,267943.5379,228169.8661,91155.43609,23613.68219,86623.78759,177776.6471,1607151,7010.214851,2982.946755,2030.260571,1715.133143,210.5201922,638.859772,301.0016774,21317
2020,4,6/24/19,1485185.809,453116.9963,410008.2201,377821.3995,30352.51834,126434.3401,78422.52231,3127548.88,522485.9005,261505.4947,222687.4892,88965.18868,23046.30181,84542.42487,173505.0989,1568535,7812.622517,3324.382702,2262.649546,1911.451803,234.6168882,711.9853452,335.4551227,23757
2020,4,6/25/19,1361208.13,415292.5078,375782.2887,346282.3019,27818.80522,115880.0808,71876.10754,2866472.96,433203.2636,216819.3125,184634.5461,73762.77531,19108.13889,70095.77546,143856.4658,1300503,7099.99243,3021.1484,2056.261468,1737.098305,213.2162569,647.0414448,304.8565096,21590
2020,4,6/26/19,1382978.406,421934.4255,381792.3057,351820.5153,28263.72105,117733.3913,73025.64716,2912317.46,462479.4757,231472.1296,197112.2917,78747.7208,20399.48172,74832.90226,153578.3972,1388392,7267.379931,3092.374178,2104.739333,1778.051664,218.2429857,662.2959189,312.0437243,22099
2020,4,6/27/19,1712316.975,522412.6972,472711.2465,435602.0586,34994.36371,145770.0884,90415.76841,3605848.51,569252.7581,284912.4234,242619.8818,96928.31707,25109.13855,92109.67891,189035.2562,1708932,8631.144109,3672.675355,2499.70535,2111.712928,259.1974932,786.5794238,370.600461,26246
2020,4,6/28/19,1466802.051,447508.275,404933.103,373144.6936,29976.81225,124869.3249,77451.80156,3088835.81,499784.8361,250143.5554,213012.1218,85099.81264,22044.9818,80869.20989,165966.6171,1500385,8791.954498,3741.102477,2546.278386,2151.057118,264.0267081,801.2345079,377.5052703,26735
2020,4,6/29/19,2139261.627,652669.7176,590575.8367,544213.9407,43719.76716,182116.0223,112959.8005,4504921.38,698705.7863,349703.9865,297793.7531,118970.6594,30819.17504,113056.221,232023.5176,2097558,11035.73626,4695.863734,3196.110346,2700.025239,331.4085757,1005.716387,473.8478347,33558
2020,5,6/30/19,1370539.817,539103.7648,366963.1141,338373.9086,32886.2783,133646.7373,67848.57221,2988327.06,549167.3273,274407.6424,213740.7927,62311.78258,19901.7782,77416.65007,127987.8198,1449100.97,9364.472516,3912.204738,3200.41941,2504.818426,249.4889687,1048.552417,536.6132517,21932.49
2020,5,7/1/19,1855363.729,729809.9324,496775.0979,458072.5558,44519.69011,180923.827,91849.77946,4045437.84,705177.2929,352362.6203,274461.2545,80013.59872,25555.56636,99409.52603,164347.185,1860768.2,12596.83842,5262.593367,4305.118746,3369.414874,335.6058999,1410.484717,721.8378198,29503
2020,5,7/2/19,1156810.345,455032.9762,309736.8798,285606.0313,27757.81226,112805.1344,57267.89491,2522311,481459.6229,240575.4922,187388.3539,54629.26481,17448.05663,67871.8294,112208,1270439.03,8186.659798,3420.14878,2797.887962,2189.775909,218.1095953,916.6711635,469.1209384,19173.94
2020,5,7/3/19,1305896.934,513676.3955,349654.9312,322414.1641,31335.16403,127343.155,64648.42632,2847379.62,525966.8973,262814.8637,204710.9796,59679.32417,19060.99655,74146.06298,122580.7748,1387881.44,8947.235067,3737.895045,3057.823569,2393.215338,238.3728978,1001.833786,512.7042548,20955.28
2020,5,7/4/19,1158919.411,455862.5802,310301.5838,286126.7405,27808.41956,113010.7977,57372.3042,2526909.61,662084.9221,330830.2471,257689.3217,75124.08271,23993.90243,93334.75279,154304.1647,1747059.33,8207.986852,3429.058604,2805.176735,2195.48049,218.6777922,919.0591821,470.3430446,19223.89
2020,5,7/5/19,1214121.597,477576.4379,325082.0127,299755.6621,29133.00309,118393.7804,60105.0884,2647272.54,703651.4947,351600.2103,273867.4003,79840.47261,25500.27156,99194.4328,163991.5856,1856742.04,8549.586912,3571.769191,2921.922602,2286.852014,227.7787262,957.3085941,489.917785,20023.95
2020,5,7/6/19,1360960.439,535335.703,364398.2281,336008.8466,32656.4199,132712.6144,67374.34512,2967440.17,689113.8428,344336.044,268209.2173,78190.94439,24973.42827,97145.04593,160603.47,1818381.19,9513.753356,3974.569939,3251.437905,2544.748214,253.4661199,1065.267591,545.1675057,22282.12
2020,6,7/7/19,1198059.56,495618.7996,422503.0158,277982.2131,37897.73426,115541.4315,73089.86083,2678014.05,483102.1381,242042.0445,253378.6663,50804.54543,26423.95267,72970.68521,144226.9186,1340339.6,8168.195444,3991.338748,3556.106999,1980.482498,301.080288,901.7586337,584.4052795,20004.39
2020,6,7/8/19,1250183.14,517181.5226,440884.7145,290076.2931,39546.53843,120568.2543,76269.75719,2794525.52,541449.161,271274.8538,283980.6646,56940.50249,29615.32536,81783.77441,161646.0328,1502220.12,8575.899026,4190.560611,3733.604902,2079.335398,316.1082722,946.7686029,613.5750181,21002.88
2020,6,7/9/19,1172591.484,485083.0486,413521.5434,272072.9308,37092.11289,113085.2782,71536.13329,2621085.44,511561.2792,256300.538,268304.9907,53797.39853,27980.56552,77269.32698,152723.2052,1419297.88,8043.069818,3930.196877,3501.632285,1950.144204,296.4681482,887.94492,575.4529868,19697.95
2020,6,7/10/19,1125413.022,465566.0454,396883.7711,261126.2521,35599.73569,108535.365,68657.92317,2515627.76,484586.7745,242785.8715,254157.3323,50960.67448,26505.15695,73194.93372,144670.1469,1344458.64,7945.856958,3882.694407,3459.309677,1926.573714,292.884875,877.2127409,568.4977531,19459.87
2020,6,7/11/19,1170303.842,484136.6863,412714.7924,271542.136,37019.74884,112864.6569,71396.57142,2615971.89,471626.9757,236292.8011,247360.1433,49597.78114,25796.30248,71237.40689,140801.0855,1308502.41,8150.584596,3982.733315,3548.439937,1976.212524,300.4311509,899.8144179,583.1452861,19961.26
2020,6,7/12/19,1408379.333,582624.8527,496673.5675,326782.0875,44550.69472,135824.7701,85920.81138,3148140.35,533942.6106,267513.9498,280043.6096,56151.08997,29204.744,80649.9394,159405.0023,1481393.62,9784.685903,4781.226925,4259.862568,2372.421094,360.6642459,1080.217173,700.0594121,23963.27
2020,6,7/13/19,1838076.18,760383.8247,648208.7833,426483.375,58143.12157,177264.9376,112135.27,4108638.67,719406.5009,360434.3814,377316.1933,75655.05796,39348.95301,108663.5334,214774.0088,1995952.71,12198.85018,5960.893536,5310.893552,2957.765818,449.6505198,1346.737912,872.7842643,29875.7
2020,7,7/14/19,1080928.651,498419.4941,463593.909,445595.0575,37533.44764,168316.2523,81539.75493,2984018.74,525620.1582,352415.9616,231305.4721,83731.40868,26174.15429,91704.58589,151422.1011,1632772.01,7517.485969,3978.55416,3631.590241,3343.572758,302.6854516,1256.74792,640.7062336,22297.25
2020,7,7/15/19,1292434.298,595945.3924,554305.4742,532784.7818,44877.62908,201250.746,97494.66427,3567902.62,685377.6079,459529.5765,301608.6592,109180.8061,34129.54959,119577.3578,197445.4667,2129038.16,9648.328994,5106.28149,4660.970112,4291.313628,388.482111,1612.975061,822.3154065,28617.44
2020,7,7/16/19,1000731.591,461440.3856,429198.6061,412535.1388,34748.73827,155828.4081,75490.097,2762626.21,588331.6036,394462.5117,258902.3979,93721.35594,29296.97792,102645.8084,169488.1868,1827577.12,7637.166969,4041.89413,3689.406425,3396.803603,307.5043096,1276.755785,650.9065004,22652.23
2020,7,7/17/19,1091910.534,503483.2741,468303.8724,450122.1584,37914.77526,170026.2907,82368.17232,3014335.4,690664.8295,463074.5344,303935.3647,110023.0617,34392.83583,120499.8157,198968.624,2145462.24,8057.62158,4264.415522,3892.52205,3583.810348,324.4335722,1347.045967,686.7413381,23899.32
2020,7,7/18/19,956229.5925,440920.3785,410112.3737,394189.9218,33203.48047,148898.8022,72133.09276,2639773.7,483438.0214,324133.8303,212742.7155,77011.78486,24073.62268,84345.09763,139270.1551,1501738.58,6918.362844,3661.474246,3342.162405,3077.09913,278.5622468,1156.588539,589.6436945,20520.22
2020,7,7/19/19,1160418.717,535072.606,497685.9933,478363.53,40293.60785,180694.0073,87536.0809,3203459.54,483922.313,324458.5364,212955.8338,77088.93262,24097.73881,84429.59164,139409.6711,1503242.97,8229.584208,4355.425021,3975.594743,3660.294636,331.3575074,1375.794099,701.3975049,24409.37
2020,7,7/20/19,1142278.298,526708.0035,489905.8426,470885.4406,39663.712,177869.2813,86167.66003,3153380.98,530730.2665,355842.1691,233554.2367,84545.45007,26428.62087,92596.14295,152894.2352,1648645.91,8359.383036,4424.119751,4038.298705,3718.025615,336.5837515,1397.493429,712.460102,24794.36
2020,8,7/21/19,1061267.509,469091.4251,414317.8198,259981.0926,31485.90073,121495.0371,72028.72526,2460226.56,474054.3496,275874.1489,264667.9792,67492.14079,27571.26589,85068.47765,158838.6453,1408387.94,8026.277216,4290.173737,3630.598059,2067.87832,274.5201822,982.9149481,624.5762836,20246.72
2020,8,7/22/19,1104869.573,488363.997,431340.024,270662.3885,32779.49566,126486.6479,74988.01787,2561304.71,484484.7083,281944.057,270491.3241,68977.13347,28177.90138,86940.19286,162333.4852,1439375.93,8394.677613,4487.08965,3797.239919,2162.792459,287.1204627,1028.030043,653.2438894,21176.03
2020,8,7/23/19,1157798.168,511758.9938,452003.2967,283628.4256,34349.79199,132545.9699,78580.30651,2684003.59,447405.1009,260365.7187,249789.5105,63698.02975,26021.3307,80286.30232,149909.4359,1329214.57,8357.279013,4467.099499,3780.323074,2153.157138,285.8413303,1023.450131,650.3336636,21081.69
2020,8,7/24/19,1476858.148,652786.8681,576564.0077,361789.2678,43815.72851,169072.297,100235.0575,3423647.3,559053.5878,325339.1365,312123.6699,79593.66577,32514.86908,100321.4878,187318.8478,1660915.74,10580.48587,5655.439178,4785.966201,2725.940901,361.8809607,1295.708763,823.335697,26689.85
2020,8,7/25/19,1208229.269,534050.0723,471691.5505,295982.6462,35845.99219,138319.3763,82003.08911,2800912.79,514640.6765,299493.2095,287327.6196,73270.50374,29931.78934,92351.64475,172437.6708,1528967.56,9038.3704,4831.153755,4088.407259,2328.632527,309.1364804,1106.858028,703.3337677,22799.78
2020,8,7/26/19,1372162.521,606510.2974,535690.935,336141.7442,40709.59731,157086.6299,93129.31604,3180942.27,584818.7969,340333.1032,326508.5729,83261.9142,34013.38805,104945.0233,195951.8472,1737462.68,10213.75839,5459.41746,4620.081062,2631.457768,349.3378982,1250.798536,794.798271,25764.76
2020,8,7/27/19,2335866.093,1032477.434,911919.8875,572222.3795,69300.95129,267412.4434,158536.331,5414996.46,728945.98,424207.3762,406975.8238,103781.6123,42395.90556,130808.4713,244243.7077,2165656.17,15713.11278,8398.910472,7107.653426,4048.303388,537.4305505,1924.261151,1222.738428,39637.18
2020,9,7/28/19,881377.8529,468436.7335,448823.8449,621555.0934,34153.03395,241547.8613,73008.02633,2826776.22,341896.5054,253078.4676,212868.9843,103372.8334,28002.38979,100616.7858,152761.7698,1255493.56,7789.205578,4256.732112,3898.466214,4178.618763,281.1798747,1777.541845,608.3490959,23678.53
2020,9,7/29/19,815967.8445,433672.4714,415515.1211,575427.4039,31618.42268,223621.7839,67589.85568,2616991.67,353274.343,261500.5651,219952.9664,106812.9368,28934.27016,103965.1718,157845.4679,1297274.63,8000.217994,4372.048535,4004.077083,4291.819067,288.7971399,1825.696101,624.8294944,24319.99
2020,9,7/30/19,782589.0723,415932.2446,398517.6565,551888.4123,30325.00881,214474.0942,64824.95948,2509938.47,311287.8343,230421.3317,193811.6478,94118.26369,25495.44419,91608.95435,139085.5997,1143094.08,7242.562169,3957.996313,3624.873376,3885.364928,261.4467808,1652.794652,565.6553936,22016.78
2020,9,7/31/19,689642.9144,366533.0063,351186.7055,486341.9981,26723.38293,189001.5395,57125.86026,2211839.32,291084.463,215466.4019,181232.7795,88009.74926,23840.72509,85663.30047,130058.5909,1068904.37,6495.788224,3549.890942,3251.116005,3484.748512,234.4892429,1482.376511,507.3311846,19746.65
2020,9,8/1/19,1915489.016,1018048.519,975424.0387,1350819.005,74224.42164,524953.3711,158667.559,6143402.38,636795.815,471368.6934,396476.9343,192536.0063,52155.56271,187402.7582,284524.861,2338406.6,15936.76975,8709.304035,7976.289471,8549.483569,575.2960141,3636.863198,1244.686557,48446.44
2020,9,8/2/19,1499241.665,796820.4172,763458.4945,1057277.864,58095.00581,410877.828,124188.1386,4808403.88,515052.0811,381251.6049,320677.7829,155726.637,42184.37132,151574.7722,230128.9021,1891345.95,12497.36541,6829.699912,6254.881364,6704.371204,451.1381301,2851.971199,976.0637168,37990.94
2020,9,8/3/19,1177868.648,626016.345,599805.7856,830642.9021,45641.93188,322803.2698,97567.53587,3777688.62,421708.448,312156.8255,262560.8848,127504.0735,34539.23674,124104.6572,188422.3086,1548574.59,10053.69256,5494.254262,5031.832882,5393.431708,362.9248175,2294.310894,785.2090582,30562.38
2020,10,8/4/19,1828145.129,642218.7776,501065.7662,763269.3972,54709.52867,284380.1864,70014.40837,4193118.48,586165.6934,278999.9568,214745.563,124149.6891,39626.82356,134457.5256,151317.6885,1542971.47,15122.89541,5330.179288,4191.408195,5526.156332,431.939199,2288.19541,603.717507,33715.63
2020,10,8/5/19,2092981.396,735254.5117,573653.213,873841.2633,62635.0851,325577.2369,80157.12314,4800559.23,669806.877,318811.0322,245388.0474,141864.8626,45281.2562,153643.5454,172909.5195,1763141.23,17747.42117,6255.213314,4918.812469,6485.20149,506.9007405,2685.303743,708.4905749,39566.86
2020,10,8/6/19,1980838.836,695859.358,542916.7046,827020.5905,59279.07876,308132.7124,75862.28083,4543343.85,653807.8059,311195.8814,239526.685,138476.2649,44199.66378,149973.601,168779.3862,1721026.67,16200.501,5709.989558,4490.073547,5919.931253,462.7177028,2451.244356,646.7363432,36118.09
2020,10,8/7/19,1754851.233,616470.977,480977.0645,732668.4417,52516.1172,272978.8313,67207.39449,4025008.2,576942.3291,274609.87,211366.5244,122196.1838,39003.29231,132341.8257,148936.6925,1518692.69,14470.54855,5100.254685,4010.606046,5287.777989,413.3069085,2189.490959,577.6753233,32261.26
2020,10,8/8/19,2069889.219,727142.3384,567324.0111,864200.0415,61944.02281,321985.0944,79272.73758,4747593.94,641429.2201,305303.9895,234991.7107,135854.4848,43362.82867,147134.141,165583.8751,1688442.36,17071.55274,6016.998354,4731.491165,6238.227976,487.5966283,2583.04032,681.5093921,38060.05
2020,10,8/9/19,2402576.425,844013.7877,658508.3307,1003100.372,71900.10341,373736.8115,92014.01153,5510660.75,702448.9473,334347.8271,257346.6792,148778.4417,47487.97278,161131.1416,181336.0151,1849065.37,20140.69632,7098.741308,5582.124142,7359.743848,575.2573165,3047.422309,804.0319422,44902.53
2020,10,8/10/19,2506779.885,880619.9726,687068.8567,1046606.389,75018.52223,389946.3558,96004.80169,5749666.64,732257.9272,348536.1431,268267.3903,155091.9732,49503.16269,167968.8697,189031.1531,1927531.93,21607.13001,7615.596993,5988.555716,7895.602993,617.1415044,3269.303553,862.5730923,48171.86
2020,11,8/11/19,1802003.452,717028.4639,546677.6604,549408.782,53543.45715,131486.4283,62124.82904,4033466.36,635437.1642,308647.6738,237174.466,83219.9321,45739.34373,78508.17267,141609.0016,1526615.97,15540.11801,5884.533236,4677.549918,3787.545312,456.9484186,1029.637026,549.0641767,33214.29
2020,11,8/12/19,2013715.381,801269.967,610905.1635,613957.1563,59834.11581,146934.3707,69423.6871,4507346.11,698474.0609,339266.2662,260702.7441,91475.54974,50276.79676,86296.37243,155656.9556,1678059.95,16628.38465,6296.624135,5005.116382,4052.785203,488.9482862,1101.741989,587.5148644,35540.27
2020,11,8/13/19,2145310.234,853632.3837,650827.377,654078.8153,63744.23229,156536.4262,73960.47517,4801897.94,721750.7307,350572.325,269390.6712,94523.97528,51952.27258,89172.20173,160844.2285,1733981.35,17156.63831,6496.656478,5164.119864,4181.534847,504.4812876,1136.742336,606.1791474,36669.32
2020,11,8/14/19,1991427.506,792401.482,604143.643,607161.8562,59171.86965,145308.0957,68655.30321,4457458.64,708632.6493,344200.5459,264494.398,92805.96774,51008.02118,87551.46461,157920.8263,1702465.61,16331.04107,6184.02987,4915.616456,3980.314564,480.2050658,1082.040983,577.0091072,34904.75
2020,11,8/15/19,1809099.37,719851.9743,548830.3645,551572.2406,53754.30026,132004.1948,62369.46382,4049349.32,623545.4354,302871.5646,232735.9242,81662.53364,44883.36631,77038.95125,138958.8957,1498046.5,15347.91986,5811.754098,4619.698591,3740.701446,451.2969403,1016.90261,542.2734227,32803.5
2020,11,8/16/19,1988268.106,791144.3367,603185.1689,606198.5937,59077.99346,145077.5644,68546.38154,4450386.88,672480.1951,326640.3975,251000.6342,88071.26704,48405.73472,83084.83396,149864.1477,1615610.58,16457.77891,6232.021333,4953.764335,4011.203988,483.9317204,1090.438214,581.4870143,35175.63
2020,11,8/17/19,1504486.818,598644.7314,456419.3999,458699.6044,44703.25816,109777.5912,51867.81762,3367527.94,593802.8044,288424.8271,221634.6021,77767.29446,42742.46473,73364.25335,132330.6647,1426590.85,12752.76527,4829.054132,3838.561335,3108.192376,374.987881,844.9562161,450.5812992,27256.81
2020,12,8/18/19,1143628.591,461106.2406,390528.6201,334732.9736,33523.78815,80650.49789,49178.60135,2609993.06,534543.0307,250210.3227,194197.1182,56577.04146,29467.11777,73371.64501,127790.8714,1225523.93,10004.54694,3857.08347,3417.693419,2323.419523,276.241188,614.8739329,425.6424805,21711.94
2020,12,8/19/19,1362616.053,549401.0646,465308.9045,398829.2413,39943.08313,96093.84021,58595.55469,3109766.99,572800.512,268117.9862,208095.8919,60626.28535,31576.09242,78622.88612,136936.9206,1313235.22,11678.74651,4502.542733,3989.623452,2712.229531,322.4684566,717.7693146,496.8711391,25345.3
2020,12,8/20/19,1376508.347,555002.379,470052.8733,402895.4292,40350.31526,97073.54675,59192.95456,3141472.03,599189.4505,280470.1907,217682.8765,63419.34032,33030.80405,82245.04508,143245.6091,1373736.01,11749.03012,4529.639388,4013.633318,2728.55194,324.4090971,722.0889065,499.8613486,25497.83
2020,12,8/21/19,1253981.582,505600.1024,428212.184,367032.6074,36758.62357,88432.76539,53924.02811,2861841.03,577582.5221,270356.3622,209833.175,61132.42231,31839.70461,79279.26723,138080.1349,1324198.73,10690.65653,4121.601394,3652.078071,2482.759115,295.185747,657.04185,454.8329468,23200.94
2020,12,8/22/19,2219009.182,894695.174,757751.7739,649490.182,65046.98664,156488.0388,95422.38517,5064230.3,788493.1892,369079.9878,286456.0872,83455.60467,43466.32605,108228.9714,188501.6283,1807744.59,18204.17407,7018.310706,6218.80094,4227.671047,502.6457172,1118.818491,774.4948226,39506.83
2020,12,8/23/19,2855956.257,1151509.557,975257.758,835920.628,83718.15223,201406.5543,122812.5418,6517873.08,858379.5593,401792.5857,311845.4963,90852.50975,47318.86884,117821.6097,205209.0581,1967970.08,23593.55343,9096.094555,8059.888446,5479.28087,651.4549103,1450.046771,1003.785445,51202.9
2020,12,8/24/19,2489113.126,1003599.949,849987.4188,728547.926,72964.68603,175536.1963,107037.4622,5680662.44,857617.2561,401435.7648,311568.5549,90771.82614,47276.84626,117716.9755,205026.8176,1966222.38,20743.34173,7997.243754,7086.216194,4817.358093,572.7561077,1274.874334,882.5234649,45017.35
2020,13,8/25/19,1575166.41,673549.7521,608029.9338,638099.2021,53833.83625,112834.133,81971.39203,3804102.38,754336.3509,315173.3108,271579.7452,106691.994,41462.25687,102033.0882,181560.6627,1711698.95,13349.28483,5537.882771,5053.170856,3990.418062,447.83085,847.2902968,712.2779572,30371.38
2020,13,8/26/19,1723570.716,737008.2427,665315.4747,698217.7192,58905.79119,123464.8009,89694.32682,4162505.89,742939.1577,310411.3885,267476.4737,105079.9952,40835.80774,100491.4804,178817.4806,1685837.06,14029.61909,5820.115973,5310.701153,4193.786121,470.6541455,890.4716829,748.5785611,31919.23
2020,13,8/27/19,1612153.664,689365.7035,622307.3823,653082.7218,55097.9349,115483.6465,83896.20241,3893428.37,692701.9476,289421.5107,249389.8355,97974.53345,38074.50888,93696.29188,166725.9234,1571841.52,12733.06114,5282.245514,4819.908653,3806.214176,427.1582835,808.1780627,679.3981021,28969.39
2020,13,8/28/19,1632729.115,698163.8785,630249.7114,661417.8277,55801.13391,116957.5308,84966.94537,3943119.07,590928.4086,246898.9633,212748.844,83579.86481,32480.50481,79930.19341,142230.125,1340902.55,13309.16847,5521.240703,5037.985411,3978.42633,446.4850593,844.7440778,710.1374681,30280.11
2020,13,8/29/19,1608099.057,687631.9314,620742.2636,651440.2024,54959.36222,115193.2022,83685.20135,3883636.3,692834.7818,289477.0108,249437.6591,97993.32128,38081.81013,93714.2593,166757.8952,1572142.94,12805.06576,5312.116266,4847.16492,3827.738067,429.5738356,812.7482567,683.2400538,29133.21
2020,13,8/30/19,1166417.881,498766.6506,450248.9276,472515.3573,39864.20024,83554.18793,60700.1881,2816955.09,544828.593,227637.7524,196151.7701,77059.58874,29946.6187,73694.63742,131134.3942,1236295.36,9991.268115,4144.826653,3782.044169,2986.627168,335.1788617,634.1541615,533.1042175,22731.45
